"spkid","full_name","epoch_mjd","a","e","i","om","w","ma"
20054509," 54509 YORP (2000 PH5)",60800,1.006,0.2300,1.60,278.19,279.00,294.76
20054660," 54660 (2000 UJ1)",60800,1.477,0.2806,46.69,223.71,158.03,237.18
20054686," 54686 (2001 DU8)",60800,1.777,0.3418,33.21,161.69,265.91,130.61
20054690," 54690 (2001 EB)",60800,1.629,0.2565,35.36,33.51,99.60,249.82
20054789," 54789 (2001 MZ7)",60800,1.776,0.2873,24.46,130.05,20.04,148.71
20055408," 55408 (2001 TC2)",60800,1.1,0.2246,30.39,193.82,353.55,17.36
20055532," 55532 (2001 WG2)",60800,1.794,0.6955,38.55,81.40,132.39,216.33
20065674," 65674 (1988 SM)",60800,1.665,0.3439,10.95,0.86,313.27,36.48
20065679," 65679 (1989 UQ)",60800,0.9148,0.2645,1.30,178.06,15.01,61.22
20065690," 65690 (1991 DG)",60800,1.428,0.3633,11.14,180.08,63.41,327.82
20065706," 65706 (1992 NA)",60800,2.398,0.5553,9.63,349.18,8.73,290.20
20065717," 65717 (1993 BX3)",60800,1.395,0.2810,2.81,174.75,290.97,224.19
20065733," 65733 (1993 PC)",60800,1.155,0.4743,4.14,336.89,168.73,34.91
20065803," 65803 Didymos (1996 GT)",60800,1.643,0.3833,3.41,72.98,319.59,73.57
20065909," 65909 (1998 FH12)",60800,1.091,0.5397,3.56,108.59,284.52,9.89
20065996," 65996 (1998 MX5)",60800,2.933,0.6053,9.56,265.24,57.11,122.95
20066008," 66008 (1998 QH2)",60800,1.426,0.3627,61.00,168.92,14.00,26.00
20066063," 66063 (1998 RO1)",60800,0.9909,0.7200,22.69,351.84,151.16,266.49
20066146," 66146 (1998 TU3)",60800,0.7876,0.4837,5.41,101.88,84.99,152.74
20066251," 66251 (1999 GJ2)",60800,1.536,0.1980,11.28,196.18,142.56,128.73
20066253," 66253 (1999 GT3)",60800,1.334,0.8379,19.50,157.33,261.14,11.32
20066272," 66272 (1999 JW6)",60800,1.508,0.1433,51.31,66.38,68.42,89.85
20066391," 66391 Moshup (1999 KW4)",60800,0.6424,0.6884,38.88,244.90,192.65,319.75
20066400," 66400 (1999 LT7)",60800,0.8554,0.5726,9.06,79.79,341.41,136.44
20066407," 66407 (1999 LQ28)",60800,1.199,0.1202,21.77,94.98,320.57,117.84
20066959," 66959 (1999 XO35)",60800,2.538,0.5656,20.62,81.89,293.48,120.89
20067367," 67367 (2000 LY27)",60800,1.308,0.2127,9.02,264.51,184.83,20.65
20067381," 67381 (2000 OL8)",60800,1.32,0.5430,10.67,294.83,266.95,167.93
20067399," 67399 (2000 PJ6)",60800,1.301,0.3461,14.69,332.84,225.34,339.09
20068031," 68031 (2000 YK29)",60800,1.376,0.1285,15.17,123.62,31.90,337.93
20068063," 68063 (2000 YJ66)",60800,2.333,0.4575,5.72,308.81,50.40,3.49
20068216," 68216 (2001 CV26)",60800,1.32,0.3267,17.99,18.13,48.76,71.78
20068267," 68267 (2001 EA16)",60800,1.51,0.4273,38.83,8.00,317.43,269.53
20068278," 68278 (2001 FC7)",60800,1.436,0.1144,2.62,99.04,234.55,222.60
20068346," 68346 (2001 KZ66)",60800,1.507,0.4165,16.70,219.37,140.28,240.31
20068347," 68347 (2001 KB67)",60800,0.9616,0.3799,17.13,245.85,243.82,201.42
20068348," 68348 (2001 LO7)",60800,2.155,0.8410,25.36,236.22,181.66,115.10
20068350," 68350 (2001 MK3)",60800,1.67,0.2474,29.57,128.83,328.56,219.91
20068359," 68359 (2001 OZ13)",60800,1.517,0.1742,9.86,99.20,29.22,78.35
20068372," 68372 (2001 PM9)",60800,1.618,0.4157,8.11,252.96,322.32,253.72
20068548," 68548 (2001 XR31)",60800,1.707,0.4367,22.71,302.02,24.70,274.91
20068950," 68950 (2002 QF15)",60800,1.057,0.3443,25.15,236.20,255.57,235.95
20069230," 69230 Hermes (1937 UB)",60800,1.655,0.6239,6.07,34.05,92.90,11.98
20085182," 85182 (1991 AQ)",60800,2.22,0.7776,3.12,339.39,243.24,118.88
20085184," 85184 (1991 JG1)",60800,1.374,0.1844,33.88,226.38,322.78,62.83
20085236," 85236 (1993 KH)",60800,1.234,0.3110,12.81,54.36,293.83,36.45
20085275," 85275 (1994 LY)",60800,1.891,0.4419,17.71,141.13,202.87,283.76
20085490," 85490 (1997 SE5)",60800,3.764,0.6600,2.58,247.54,94.23,302.72
20085585," 85585 Mjolnir (1998 FG2)",60800,1.298,0.3563,4.08,2.30,95.44,170.87
20085628," 85628 (1998 KV2)",60800,1.592,0.3315,13.03,66.73,50.60,240.07
20085640," 85640 (1998 OX4)",60800,1.58,0.4858,4.52,299.57,117.31,114.50
20085709," 85709 (1998 SG36)",60800,1.646,0.3375,24.83,186.55,29.83,355.34
20085713," 85713 (1998 SS49)",60800,1.923,0.6388,10.79,40.95,103.14,313.49
20085770," 85770 (1998 UP1)",60800,0.9977,0.3452,33.18,18.32,234.24,314.88
20085774," 85774 (1998 UT18)",60800,1.403,0.3289,13.59,64.62,50.16,297.28
20085804," 85804 (1998 WQ5)",60800,1.721,0.3544,27.66,285.68,269.86,158.57
20085818," 85818 (1998 XM4)",60800,1.657,0.4160,62.72,235.64,301.23,38.94
20085839," 85839 (1998 YO4)",60800,1.654,0.2481,9.32,28.51,199.69,4.33
20085867," 85867 (1999 BY9)",60800,1.83,0.3022,0.95,254.12,287.86,183.48
20085938," 85938 (1999 DJ4)",60800,1.852,0.4846,9.14,19.87,197.78,120.14
20085953," 85953 (1999 FK21)",60800,0.7389,0.7030,12.60,180.43,172.43,308.61
20085989," 85989 (1999 JD6)",60800,0.8831,0.6328,17.07,130.15,309.26,215.96
20085990," 85990 (1999 JV6)",60800,1.009,0.3115,5.36,124.20,235.71,146.69
20086039," 86039 (1999 NC43)",60800,1.76,0.5789,7.13,311.62,120.82,301.77
20086067," 86067 (1999 RM28)",60800,1.817,0.3235,30.55,136.04,301.87,113.46
20086324," 86324 (1999 WA2)",60800,1.966,0.4346,34.61,293.65,75.31,132.27
20086326," 86326 (1999 WK13)",60800,1.844,0.3627,34.31,78.44,312.60,68.70
20086450," 86450 (2000 CK33)",60800,0.9681,0.4148,18.11,124.83,215.59,283.03
20086666," 86666 (2000 FL10)",60800,1.463,0.4270,29.01,186.91,258.88,112.59
20086667," 86667 (2000 FO10)",60800,0.8594,0.5946,14.29,208.30,172.49,341.65
20086819," 86819 (2000 GK137)",60800,1.996,0.5059,10.06,164.88,150.28,282.43
20086829," 86829 (2000 GR146)",60800,1.463,0.5750,14.37,78.46,31.42,104.81
20086878," 86878 (2000 HD24)",60800,1.341,0.6186,9.47,230.98,214.93,81.06
20087024," 87024 (2000 JS66)",60800,1.197,0.1898,14.43,230.50,84.93,308.19
20087025," 87025 (2000 JT66)",60800,1.227,0.4836,25.32,120.49,359.62,191.41
20087309," 87309 (2000 QP)",60800,0.8475,0.4631,34.74,294.27,188.17,121.92
20087311," 87311 (2000 QJ1)",60800,1.59,0.5122,7.70,191.42,343.52,230.95
20087684," 87684 (2000 SY2)",60800,0.8587,0.6428,19.22,162.00,47.82,70.72
20088188," 88188 (2000 XH44)",60800,2.008,0.3911,11.34,340.12,195.37,152.05
20088213," 88213 (2001 AF2)",60800,0.9539,0.5953,17.81,114.25,194.99,165.85
20088254," 88254 (2001 FM129)",60800,1.182,0.6296,1.52,272.11,140.24,319.88
20088263," 88263 (2001 KQ1)",60800,2.097,0.4326,38.79,232.82,241.57,24.78
20088264," 88264 (2001 KN20)",60800,2.147,0.4531,12.08,104.92,201.44,201.44
20088710," 88710 (2001 SL9)",60800,1.061,0.2700,21.90,202.82,329.37,63.55
20088959," 88959 (2001 TZ44)",60800,1.724,0.5636,53.83,38.95,114.92,105.20
20089136," 89136 (2001 US16)",60800,1.356,0.2529,1.91,175.90,67.19,97.46
20089355," 89355 (2001 VS78)",60800,1.787,0.3085,22.66,103.03,85.02,247.34
20089830," 89830 (2002 CE)",60800,2.078,0.5070,43.64,19.89,5.85,319.07
20089958," 89958 (2002 LY45)",60800,1.642,0.8864,9.90,188.14,222.95,279.78
20089959," 89959 (2002 NT7)",60800,1.735,0.5284,42.36,132.00,300.72,292.82
20090075," 90075 (2002 VU94)",60800,2.138,0.5748,8.88,226.66,30.93,191.21
20090147," 90147 (2002 YK14)",60800,1.474,0.3315,28.00,282.68,105.07,190.79
20090367," 90367 (2003 LC5)",60800,1.156,0.4263,16.88,86.82,313.85,130.83
20090373," 90373 (2003 SZ219)",60800,1.627,0.2045,9.87,189.40,218.73,131.68
20090403," 90403 (2003 YE45)",60800,1.234,0.2802,19.01,286.22,306.84,124.82
20090416," 90416 (2003 YK118)",60800,1.695,0.4924,7.83,326.76,233.28,206.47
20096189," 96189 Pygmalion (1991 NT3)",60800,1.821,0.3069,14.00,287.17,293.23,314.99
20096315," 96315 (1997 AP10)",60800,1.443,0.6436,6.65,293.03,356.29,324.54
20096536," 96536 (1998 SO10)",60800,2.304,0.7770,41.07,199.38,22.69,272.99
20096590," 96590 (1998 XB)",60800,0.9079,0.3512,13.60,75.68,202.71,25.76
20096631," 96631 (1999 FP59)",60800,1.698,0.2595,1.77,19.56,303.95,179.62
20096744," 96744 (1999 OW3)",60800,2.095,0.7792,34.74,195.92,35.90,251.54
20097725," 97725 (2000 GB147)",60800,1.798,0.3088,18.19,311.71,212.35,129.10
20098943," 98943 Torifune (2001 CC21)",60800,1.032,0.2192,4.81,75.45,179.40,312.71
20099248," 99248 (2001 KY66)",60800,1.867,0.5075,10.61,284.11,61.57,77.03
20099799," 99799 (2002 LJ3)",60800,1.462,0.2756,7.56,122.35,249.91,258.85
20099907," 99907 (1989 VA)",60800,0.7284,0.5947,28.80,225.58,2.87,198.73
20099935," 99935 (2002 AV4)",60800,1.654,0.6448,12.77,16.32,323.00,83.65
20099942," 99942 Apophis (2004 MN4)",60800,0.9224,0.1911,3.34,203.90,126.67,90.28
20100004,"100004 (1983 VA)",60800,2.59,0.7027,15.70,76.30,13.74,300.56
20100085,"100085 (1992 UY4)",60800,2.651,0.6188,2.64,305.18,42.24,203.99
20100756,"100756 (1998 FM5)",60800,2.265,0.5546,11.57,176.50,312.05,351.06
20100926,"100926 (1998 MQ)",60800,1.783,0.4074,24.24,221.08,138.82,52.30
20101869,"101869 (1999 MM)",60800,1.624,0.6108,4.77,110.92,268.84,147.94
20101873,"101873 (1999 NC5)",60800,2.03,0.3932,45.79,128.77,295.26,247.78
20101955,"101955 Bennu (1999 RQ36)",55562,1.126,0.2037,6.03,2.06,66.22,101.70
20102873,"102873 (1999 WK11)",60800,2.134,0.4669,7.46,72.58,220.51,136.78
20103067,"103067 (1999 XA143)",60800,1.844,0.5812,38.57,116.51,104.11,8.05
20105140,"105140 (2000 NL10)",60800,0.9143,0.8169,32.54,237.28,281.67,261.32
20105141,"105141 (2000 NF11)",60800,1.421,0.1890,14.83,123.70,116.00,279.30
20106538,"106538 (2000 WK63)",60800,2.419,0.7655,10.34,163.38,41.75,124.90
20106589,"106589 (2000 WN107)",60800,2.146,0.6177,14.37,163.36,11.82,215.90
20108519,"108519 (2001 LF)",60800,1.603,0.2710,16.40,267.25,343.93,292.40
20108906,"108906 (2001 PL9)",60800,1.235,0.3605,20.93,172.05,344.02,246.97
20111253,"111253 (2001 XU10)",60800,1.754,0.4395,42.03,310.14,6.97,147.10
20112221,"112221 (2002 KH4)",60800,2.272,0.4434,58.67,230.07,356.56,278.12
20112985,"112985 (2002 RS28)",60800,2.221,0.4922,46.99,211.96,105.28,331.32
20115052,"115052 (2003 RD6)",60800,1.669,0.3183,31.32,190.51,88.18,70.18
20136564,"136564 (1977 VA)",60800,1.866,0.3943,2.99,224.45,172.67,233.52
20136582,"136582 (1992 BA)",60800,1.342,0.0680,10.50,140.16,107.39,30.39
20136617,"136617 (1994 CC)",60800,1.638,0.4172,4.68,268.51,24.93,197.62
20136618,"136618 (1994 CN2)",60800,1.573,0.3948,1.44,99.34,248.28,80.01
20136635,"136635 (1994 VA1)",60800,1.573,0.1748,7.64,231.68,311.20,29.57
20136745,"136745 (1995 WL8)",60800,2.366,0.4840,17.78,247.89,131.64,46.81
20136770,"136770 (1996 PC1)",60800,1.838,0.4515,25.10,326.21,45.94,166.32
20136773,"136773 (1996 TR6)",60800,1.585,0.1802,22.10,196.27,117.63,173.20
20136793,"136793 (1997 AQ18)",60800,1.147,0.4653,17.37,296.24,37.04,112.94
20136795,"136795 Tatsunokingo (1997 BQ)",60800,1.747,0.4781,10.99,50.13,147.57,66.09
20136818,"136818 Selqet (1997 MW1)",60800,0.9375,0.3463,12.78,259.92,203.83,52.18
20136839,"136839 (1997 WT22)",60800,1.485,0.3058,8.16,71.90,74.82,2.89
20136849,"136849 (1998 CS1)",60800,1.492,0.5783,7.79,110.67,97.81,312.84
20136874,"136874 (1998 FH74)",60800,2.202,0.8841,21.15,197.54,193.41,155.01
20136897,"136897 (1998 HJ41)",60800,1.363,0.1247,38.88,211.85,120.10,258.52
20136900,"136900 (1998 HL49)",60800,1.747,0.6367,10.98,205.94,239.26,333.56
20136923,"136923 (1998 JH2)",60800,2.134,0.4416,6.62,51.06,287.33,146.92
20136993,"136993 (1998 ST49)",60800,2.309,0.5955,24.48,18.20,48.10,197.14
20137032,"137032 (1998 UO1)",60800,1.595,0.7636,25.48,358.36,252.56,108.23
20137044,"137044 (1998 UC50)",60800,2.268,0.4291,4.38,334.99,166.78,219.94
20137052,"137052 Tjelvar (1998 VO33)",60800,1.248,0.8098,14.91,64.27,209.93,34.65
20137062,"137062 (1998 WM)",60800,1.225,0.3153,22.52,45.62,172.59,56.29
20137064,"137064 (1998 WP5)",60800,1.374,0.1950,19.50,36.10,97.63,101.22
20137078,"137078 (1998 XZ4)",60800,1.939,0.6379,23.15,324.43,9.64,316.27
20137084,"137084 (1998 XS16)",60800,1.212,0.4967,26.56,272.98,358.32,106.25
20137099,"137099 (1998 YW3)",60800,1.1,0.4627,28.79,94.26,194.84,99.96
20137108,"137108 (1999 AN10)",60800,1.459,0.5620,39.93,314.32,268.34,288.92
20137120,"137120 (1999 BJ8)",60800,1.9,0.5489,8.97,339.43,222.04,348.08
20137125,"137125 (1999 CT3)",60800,1.427,0.1319,34.23,321.90,268.26,56.33
20137126,"137126 (1999 CF9)",60800,1.77,0.6009,5.54,156.85,90.62,4.43
20137158,"137158 (1999 FB)",60800,1.18,0.6069,12.90,37.09,3.07,207.48
20137170,"137170 (1999 HF1)",60800,0.8191,0.4625,25.66,155.85,253.42,154.96
20137175,"137175 (1999 JA11)",60800,1.261,0.3412,16.43,116.22,328.36,234.74
20137199,"137199 (1999 KX4)",60800,1.457,0.2926,16.57,104.88,76.49,323.80
20137427,"137427 (1999 TF211)",60800,2.44,0.6117,39.50,347.90,162.38,184.28
20137671,"137671 (1999 XP35)",60800,1.435,0.1843,21.10,263.44,198.34,273.87
20137799,"137799 (1999 YB)",60800,1.321,0.0747,6.79,30.96,192.79,129.95
20137802,"137802 (1999 YT)",60800,1.777,0.3519,31.58,116.40,272.66,297.26
20137805,"137805 (1999 YK5)",60800,0.8294,0.5583,16.75,349.52,292.87,351.63
20137911,"137911 (2000 AB246)",60800,2.305,0.4943,3.76,29.33,312.38,101.32
20137924,"137924 (2000 BD19)",60800,0.8764,0.8950,25.74,333.68,324.36,92.97
20137925,"137925 (2000 BJ19)",60800,1.292,0.7638,31.12,131.22,175.52,280.66
20138013,"138013 (2000 CN101)",60800,1.598,0.6348,15.98,183.35,118.69,43.43
20138095,"138095 (2000 DK79)",60800,1.777,0.4145,60.69,43.45,2.60,303.35
20138127,"138127 (2000 EE14)",60800,0.6618,0.5330,26.46,155.75,197.85,82.42
20138155,"138155 (2000 ES70)",60800,1.809,0.3195,25.45,177.70,281.58,163.60
20138175,"138175 (2000 EE104)",60800,1.004,0.2932,5.24,25.48,280.86,248.71
20138205,"138205 (2000 EZ148)",60800,2.585,0.6121,11.18,3.83,305.83,340.72
20138258,"138258 (2000 GD2)",60800,0.7578,0.4767,32.14,358.11,16.99,158.94
20138325,"138325 (2000 GO82)",60800,2.162,0.8048,25.73,173.33,164.44,284.31
20138359,"138359 (2000 GX127)",60800,1.141,0.3613,20.24,43.98,4.76,347.16
20138404,"138404 (2000 HA24)",60800,1.139,0.3186,2.16,309.35,142.22,302.02
20138524,"138524 (2000 OJ8)",60800,2.358,0.5677,6.25,226.57,181.28,262.32
20138727,"138727 (2000 SU180)",60800,2.105,0.6052,11.92,327.89,136.32,353.83
20138815,"138815 (2000 TQ64)",60800,2.089,0.3813,8.25,20.30,227.95,148.70
20138846,"138846 (2000 VJ61)",60800,2.182,0.5646,18.69,270.31,280.72,180.30
20138847,"138847 (2000 VE62)",60800,1.619,0.2879,22.18,207.09,16.35,141.25
20138852,"138852 (2000 WN10)",60800,1.002,0.2981,21.52,60.85,225.40,254.48
20138859,"138859 (2000 WN63)",60800,1.573,0.5314,13.15,55.86,144.44,45.31
20138877,"138877 (2000 XG47)",60800,2.14,0.5430,25.32,43.79,127.64,251.48
20138883,"138883 (2000 YL29)",60800,1.536,0.3439,21.89,182.75,115.88,108.31
20138893,"138893 (2000 YH66)",60800,1.173,0.7437,18.36,265.24,341.40,342.02
20138911,"138911 (2001 AE2)",60800,1.35,0.0817,1.66,171.43,43.28,85.12
20138925,"138925 (2001 AU43)",60800,1.897,0.3765,72.15,129.30,149.29,1.58
20138937,"138937 (2001 BK16)",60800,2.073,0.6778,31.81,98.83,252.44,73.06
20138947,"138947 (2001 BA40)",60800,1.119,0.2538,12.85,270.86,0.07,64.34
20138971,"138971 (2001 CB21)",60800,1.034,0.3334,7.92,353.65,271.95,303.45
20139047,"139047 (2001 EB16)",60800,1.862,0.3859,47.00,149.52,346.27,189.62
20139056,"139056 (2001 FY)",60800,1.886,0.3281,4.73,111.15,110.66,95.54
20139211,"139211 (2001 GN2)",60800,1.86,0.4519,26.06,173.52,3.57,184.17
20139289,"139289 (2001 KR1)",60800,1.26,0.8412,23.26,102.70,291.49,287.54
20139345,"139345 (2001 KA67)",60800,1.805,0.7019,22.28,108.34,38.00,334.48
20139359,"139359 (2001 ME1)",60800,2.634,0.8699,5.96,84.57,302.40,184.92
20139622,"139622 (2001 QQ142)",60800,1.421,0.3101,9.34,83.16,337.97,307.24
20140039,"140039 (2001 SO73)",60800,1.821,0.5677,4.85,197.08,31.12,303.03
20140158,"140158 (2001 SX169)",60800,1.347,0.4609,2.52,126.79,42.72,220.45
20140288,"140288 (2001 SN289)",60800,1.784,0.5082,53.19,357.06,225.64,67.13
20140333,"140333 (2001 TD2)",60800,0.9619,0.4816,19.03,12.81,199.11,105.10
20140928,"140928 (2001 VG75)",60800,1.519,0.2969,20.66,245.43,257.35,114.13
20141018,"141018 (2001 WC47)",60800,1.399,0.2411,2.87,91.60,101.47,324.93
20141052,"141052 (2001 XR1)",60800,1.246,0.5501,17.67,291.46,304.23,204.64
20141053,"141053 (2001 XT1)",60800,1.528,0.5795,2.73,316.21,31.38,172.30
20141056,"141056 (2001 XV4)",60800,1.817,0.4440,28.89,259.09,300.67,114.82
20141078,"141078 (2001 XQ30)",60800,1.863,0.4508,11.47,234.57,270.88,30.39
20141079,"141079 (2001 XS30)",60800,1.164,0.8283,28.55,251.44,0.90,102.66
20141354,"141354 (2002 AJ29)",60800,1.989,0.4505,10.93,203.91,0.85,83.62
20141424,"141424 (2002 CD)",60800,0.9799,0.1768,6.88,8.66,331.80,122.11
20141432,"141432 (2002 CQ11)",60800,0.9762,0.4275,2.47,81.34,272.64,86.06
20141447,"141447 (2002 CW59)",60800,2.389,0.5023,31.95,150.99,7.63,97.69
20141484,"141484 (2002 DB4)",60800,0.8579,0.3695,16.60,234.23,94.16,167.46
20141495,"141495 (2002 EZ11)",60800,1.114,0.8021,2.35,51.89,317.77,2.42
20141498,"141498 (2002 EZ16)",60800,0.9216,0.5666,30.14,262.89,25.36,192.42
20141525,"141525 (2002 FV5)",60800,1.087,0.7245,34.04,38.84,308.11,65.05
20141526,"141526 (2002 FA6)",60800,1.014,0.3223,30.10,174.67,173.39,94.16
20141527,"141527 (2002 FG7)",60800,1.513,0.6268,9.20,187.47,247.71,188.44
20141531,"141531 (2002 GB)",60800,0.9921,0.5290,22.55,40.81,8.32,201.42
20141593,"141593 (2002 HK12)",60800,2.002,0.5287,2.35,306.98,2.25,10.83
20141614,"141614 (2002 JV15)",60800,1.624,0.5361,7.19,200.62,127.39,4.29
20141670,"141670 (2002 JS100)",60800,2.386,0.4845,13.31,144.19,192.17,38.65
20141761,"141761 (2002 MC)",60800,2.575,0.5092,18.92,151.45,159.88,183.74
20141765,"141765 (2002 MP3)",60800,2,0.4689,33.07,100.30,270.20,324.93
20141851,"141851 (2002 PM6)",60800,1.198,0.8501,19.13,304.00,224.53,161.43
20141874,"141874 (2002 PO34)",60800,1.835,0.3488,10.99,143.60,291.08,334.31
20142040,"142040 (2002 QE15)",60800,1.667,0.3445,28.25,226.38,160.54,165.83
20142348,"142348 (2002 RX211)",60800,2.065,0.4574,6.07,96.63,324.39,196.57
20142464,"142464 (2002 TC9)",60800,1.234,0.1548,16.28,191.81,29.35,328.27
20142555,"142555 (2002 TB58)",60800,2.633,0.5632,23.40,219.17,268.00,86.32
20142561,"142561 (2002 TX68)",60800,1.674,0.2934,16.66,150.10,122.54,228.88
20142563,"142563 (2002 TR69)",60800,1.66,0.3436,20.49,341.95,192.30,56.50
20142781,"142781 (2002 UM11)",60800,1.951,0.3878,41.03,228.97,229.04,52.54
20143381,"143381 (2003 BC21)",60800,2.596,0.5108,5.47,292.11,114.10,159.39
20143404,"143404 (2003 BD44)",60800,1.967,0.6077,2.66,181.16,89.39,313.68
20143409,"143409 (2003 BQ46)",60800,1.95,0.3505,8.16,163.69,44.48,21.85
20143487,"143487 (2003 CR20)",60800,2.124,0.7301,4.99,177.06,88.83,33.62
20143527,"143527 (2003 EN16)",60800,1.661,0.3521,17.31,181.70,242.22,201.27
20143624,"143624 (2003 HM16)",60800,1.967,0.5774,35.54,195.83,47.20,334.01
20143637,"143637 (2003 LP6)",60800,1.746,0.8838,43.56,144.46,260.71,152.96
20143643,"143643 (2003 NP7)",60800,2.18,0.4182,11.15,284.96,324.08,288.47
20143649,"143649 (2003 QQ47)",60800,1.085,0.1870,62.10,0.99,104.96,348.44
20143651,"143651 (2003 QO104)",60800,2.133,0.5262,11.62,58.17,183.60,38.77
20143678,"143678 (2003 SA224)",60800,1.65,0.3287,13.86,2.77,142.01,30.04
20143947,"143947 (2003 YQ117)",60800,2.182,0.6544,21.03,217.49,135.72,287.02
20143992,"143992 (2004 AF)",60800,1.971,0.5537,27.13,315.61,57.98,276.61
20144332,"144332 (2004 DV24)",60800,1.423,0.2897,55.89,171.13,186.41,322.55
20144411,"144411 (2004 EW9)",60800,1.917,0.5339,8.79,288.79,8.18,294.11
20144861,"144861 (2004 LA12)",60800,2.509,0.7491,39.40,159.19,199.49,36.49
20144898,"144898 (2004 VD17)",60800,1.508,0.5886,4.22,223.98,90.98,52.69
20144900,"144900 (2004 VG64)",60800,0.9683,0.6557,36.25,208.85,43.94,236.54
20144901,"144901 (2004 WG1)",60800,1.64,0.5220,13.04,41.98,232.48,4.94
20144922,"144922 (2005 CK38)",60800,2.132,0.4125,8.23,8.73,213.65,148.88
20145656,"145656 (4788 P-L)",60800,2.641,0.5550,11.09,174.38,100.89,56.67
20152558,"152558 (1990 SA)",60800,2.014,0.4414,38.14,172.16,115.11,69.21
20152560,"152560 (1991 BN)",60800,1.443,0.3979,3.45,268.80,80.99,10.16
20152561,"152561 (1991 RB)",60800,1.454,0.4857,19.58,359.29,68.97,32.16
20152563,"152563 (1992 BF)",60800,0.9079,0.2717,7.25,315.19,336.55,14.41
20152564,"152564 (1992 HF)",60800,1.391,0.5617,13.32,213.37,128.34,348.34
20152575,"152575 (1994 GY)",60800,2.679,0.5276,12.35,33.66,190.55,18.27
20152637,"152637 (1997 NC1)",60800,0.8649,0.2085,16.72,96.46,16.59,0.89
20152664,"152664 (1998 FW4)",60800,2.525,0.7143,3.42,353.58,85.50,313.11
20152667,"152667 (1998 FR11)",60800,2.808,0.7071,6.68,129.84,158.57,250.71
20152671,"152671 (1998 HL3)",60800,1.129,0.3660,2.68,163.63,188.16,90.58
20152679,"152679 (1998 KU2)",60800,2.252,0.5524,4.93,205.72,120.30,320.69
20152680,"152680 (1998 KJ9)",60800,1.448,0.6397,10.93,98.54,260.11,129.84
20152685,"152685 (1998 MZ)",60800,1.346,0.5729,0.15,122.29,39.24,115.26
20152742,"152742 (1998 XE12)",60800,0.8781,0.7392,13.44,280.02,353.16,136.97
20152754,"152754 (1999 GS6)",60800,1.191,0.4974,2.02,314.37,134.99,75.07
20152756,"152756 (1999 JV3)",60800,1.451,0.4149,15.23,229.02,101.58,261.33
20152770,"152770 (1999 RR28)",60800,1.878,0.6543,7.14,178.15,284.60,308.45
20152787,"152787 (1999 TB10)",60800,1.363,0.2317,15.95,1.88,137.47,275.81
20152828,"152828 (1999 VT25)",60800,1.162,0.5230,5.15,221.93,319.25,51.04
20152889,"152889 (2000 CF59)",60800,1.679,0.6408,41.55,141.75,222.47,263.58
20152895,"152895 (2000 CQ101)",60800,2.287,0.4952,2.97,29.74,174.38,72.53
20152931,"152931 (2000 EA107)",60800,0.9297,0.4557,28.58,52.87,278.02,197.20
20152941,"152941 (2000 FM10)",60800,1.481,0.6808,8.73,18.52,343.98,191.18
20152942,"152942 (2000 FN10)",60800,1.938,0.4570,27.08,8.16,235.41,88.92
20152952,"152952 (2000 GC2)",60800,1.383,0.1870,55.29,358.68,280.20,65.99
20152964,"152964 (2000 GP82)",60800,1.397,0.3934,13.23,114.85,333.10,141.72
20152978,"152978 (2000 GJ147)",60800,1.162,0.2368,25.01,57.85,240.79,291.36
20153002,"153002 (2000 JG5)",60800,1.341,0.7961,31.42,213.04,233.45,74.50
20153195,"153195 (2000 WB1)",60800,1.301,0.6191,41.10,21.36,262.91,232.37
20153201,"153201 (2000 WO107)",60800,0.9111,0.7808,7.77,69.19,213.75,86.16
20153219,"153219 (2000 YM29)",60800,2.089,0.4356,40.34,116.54,0.98,18.71
20153220,"153220 (2000 YN29)",60800,2.541,0.6679,6.23,64.21,142.61,336.95
20153243,"153243 (2001 AU47)",60800,1.299,0.5307,35.98,311.90,9.38,222.99
20153249,"153249 (2001 BW15)",60800,2.118,0.5906,41.26,328.78,298.03,238.87
20153267,"153267 (2001 CB32)",60800,1.781,0.6139,9.68,75.53,330.53,90.62
20153271,"153271 (2001 CL42)",60800,1.557,0.4025,21.65,12.04,270.83,80.80
20153306,"153306 (2001 JL1)",60800,2.553,0.5232,26.98,226.64,272.32,345.83
20153311,"153311 (2001 MG1)",60800,2.501,0.6459,28.40,142.33,218.52,353.95
20153315,"153315 (2001 NH6)",60800,1.237,0.4496,34.70,112.53,288.41,31.80
20153349,"153349 (2001 PJ9)",60800,1.8,0.6380,10.55,283.60,291.45,339.14
